internalTaxonId,scientificName,name,language,main
22681761,Pogoniulus atroflavus,Red-rumped Tinkerbird,English,true
22681765,Pogoniulus subsulphureus,Barbion à gorge jaune,French,false
22681765,Pogoniulus subsulphureus,Yellow-throated Tinkerbird,English,true
22681769,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,English,true
22681774,Pogoniulus chrysoconus,Barbion à front jaune,French,false
22681774,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,English,true
22681778,Pogoniulus pusillus,Barbion à front rouge,French,false
22681778,Pogoniulus pusillus,Red-fronted Tinkerbird,English,true
22681790,Tricholaema diademata,Barbican à diadème,French,false
22681790,Tricholaema diademata,Red-fronted Barbet,English,true
22681794,Tricholaema frontata,Miombo Pied Barbet,English,false
22681794,Tricholaema frontata,Barbican du miombo,French,false
22681794,Tricholaema frontata,Miombo Pied Barbet,English,true
22681799,Tricholaema leucomelas,Acacia Pied Barbet,English,false
22681799,Tricholaema leucomelas,Barbican pie,French,false
22681799,Tricholaema leucomelas,Acacia Pied Barbet,English,true
22681804,Tricholaema lacrymosa,Barbican tacheté,French,false
22681804,Tricholaema lacrymosa,Spot-flanked Barbet,English,true
22681808,Tricholaema melanocephala,Barbican à gorge noire,French,false
22681808,Tricholaema melanocephala,Black-throated Barbet,English,true
22681812,Lybius undatus,Barbican barré,French,false
22681812,Lybius undatus,Banded Barbet,English,true
22681816,Lybius vieilloti,Barbican de Vieillot,French,false
22681816,Lybius vieilloti,Vieillot's Barbet,English,true
22681832,Lybius chaplini,Chaplin's Barbet,English,false
22681832,Lybius chaplini,Barbican de Chaplin,French,false
22681832,Lybius chaplini,Zambian Barbet,English,true
22681837,Lybius rubrifacies,Barbican à face rouge,French,false
22681837,Lybius rubrifacies,Red-faced Barbet,English,true
22681841,Lybius guifsobalito,Barbican à bec noir,French,false
22681841,Lybius guifsobalito,Black-billed Barbet,English,true
22681845,Lybius torquatus,Barbican à collier,French,false
22681845,Lybius torquatus,Black-collared Barbet,English,true
22681849,Pogonornis melanopterus,Barbican à poitrine brune,French,false
22681849,Pogonornis melanopterus,Brown-breasted Barbet,English,true
22681861,Pogonornis bidentatus,Barbican bidenté,French,false
22681861,Pogonornis bidentatus,Double-toothed Barbet,English,true
22681865,Pogonornis dubius,Barbican à poitrine rouge,French,false
22681865,Pogonornis dubius,Bearded Barbet,English,true
22681869,Pogonornis rolleti,Barbican à poitrine noire,French,false
22681869,Pogonornis rolleti,Black-breasted Barbet,English,true
22681881,Trachyphonus vaillantii,Barbu huppé,French,false
22681881,Trachyphonus vaillantii,Crested Barbet,English,true
22681885,Trachyphonus margaritatus,Barbican perlé,French,false
22681885,Trachyphonus margaritatus,Yellow-breasted Barbet,English,true
22681889,Trachyphonus erythrocephalus,Barbican à tête rouge,French,false
22681889,Trachyphonus erythrocephalus,Red-and-yellow Barbet,English,true
22681900,Trachyphonus usambiro,Usambiro Barbet,English,true
22681914,Capito hypoleucus,White-mantled Barbet,English,true
22681917,Capito dayi,Black-girdled Barbet,English,true
22681942,Eubucco tucinkae,Scarlet-hooded Barbet,English,true
22681953,Semnornis frantzii,Prong-billed Barbet,English,true
22681956,Semnornis ramphastinus,Toucan Barbet,English,true
22681978,Aulacorhynchus haematopygus,Crimson-rumped Toucanet,English,true
22681984,Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,English,true
22682014,Pteroglossus castanotis,Chestnut-eared Araçari,English,true
22682017,Pteroglossus aracari,Black-necked Araçari,English,true
22682028,Pteroglossus frantzii,Fiery-billed Araçari,English,true
22682038,Pteroglossus pluricinctus,Many-banded Araçari,English,true
22682041,Pteroglossus beauharnaisii,Curl-crested Araçari,English,true
22682044,Pteroglossus bailloni,Saffron Toucanet,English,true
22682050,Andigena laminirostris,Plate-billed Mountain Toucan,English,false
22682050,Andigena laminirostris,Plate-billed Mountain-Toucan,English,false
22682050,Andigena laminirostris,Plate-billed Mountain-toucan,English,true
22682055,Andigena hypoglauca,Gray-breasted Mountain-Toucan,English,false
22682055,Andigena hypoglauca,Grey-breasted Mountain Toucan,English,false
22682055,Andigena hypoglauca,Grey-breasted Mountain-Toucan,English,false
22682055,Andigena hypoglauca,Grey-breasted Mountain-toucan,English,true
22682061,Andigena cucullata,Hooded Mountain Toucan,English,false
22682061,Andigena cucullata,Hooded Mountain-Toucan,English,false
22682061,Andigena cucullata,Hooded Mountain-toucan,English,true
22682071,Selenidera spectabilis,Yellow-eared Toucanet,English,true
22682081,Selenidera nattereri,Tawny-tufted Toucanet,English,true
22682084,Selenidera piperivora,Guianan Toucanet,English,true
22682093,Selenidera maculirostris,Spot-billed Toucanet,English,true
22682096,Selenidera gouldii,Gould's Toucanet,English,true
22682105,Ramphastos brevis,Chocó Toucan,English,false
22682105,Ramphastos brevis,Choco Toucan,English,true
22682159,Ramphastos cuvieri,Cuvier's Toucan,English,true
22682167,Galbalcyrhynchus leucotis,White-eared Jacamar,English,true
22682177,Brachygalba goeringi,Pale-headed Jacamar,English,true
22682180,Brachygalba lugubris,Brown Jacamar,English,true
22682196,Galbula cyanicollis,Blue-cheeked Jacamar,English,false
22682196,Galbula cyanicollis,Blue-necked Jacamar,English,true
22682203,Galbula galbula,Green-tailed Jacamar,English,true
22682209,Galbula tombacea,White-chinned Jacamar,English,true
22682212,Galbula cyanescens,Bluish-fronted Jacamar,English,true
22682215,Galbula chalcothorax,Purplish Jacamar,English,true
22682218,Galbula leucogastra,Bronzy Jacamar,English,true
22682221,Galbula dea,Paradise Jacamar,English,true
22682243,Notharchus ordii,Brown-banded Puffbird,English,true
22682249,Cyphos macrodactylus,Chestnut-capped Puffbird,English,true
22682252,Nystactes tamatia,Spotted Puffbird,English,true
22682258,Bucco capensis,Collared Puffbird,English,true
22682264,Nystalus chacuru,White-eared Puffbird,English,true
22682270,Nystalus maculatus,Caatinga Puffbird,English,false
22682270,Nystalus maculatus,Spot-backed Puffbird,English,true
22682277,Malacoptila fusca,White-chested Puffbird,English,true
22682280,Malacoptila semicincta,Semicollared Puffbird,English,true
22682295,Malacoptila mystacalis,Moustached Puffbird,English,true
22682301,Nonnula rubecula,Rusty-breasted Nunlet,English,true
22682307,Nonnula brunnea,Brown Nunlet,English,true
22682319,Nonnula amaurocephala,Chestnut-headed Nunlet,English,true
22682322,Hapaloptila castanea,White-faced Nunbird,English,true
22682328,Monasa nigrifrons,Black-fronted Nunbird,English,true
22682334,Monasa flavirostris,Yellow-billed Nunbird,English,true
22682337,Chelidoptera tenebrosa,Swallow-winged Puffbird,English,false
22682337,Chelidoptera tenebrosa,Swallow-winged Puffbird,English,true
22682367,Tockus monteiri,Calao de Monteiro,French,false
22682367,Tockus monteiri,Monteiro's Hornbill,English,true
22682379,Tockus flavirostris,Northern Yellow-billed Hornbill,English,false
22682379,Tockus flavirostris,Calao à bec jaune,French,false
22682379,Tockus flavirostris,Eastern Yellow-billed Hornbill,English,true
22682384,Tockus leucomelas,Calao leucomèle,French,false
22682384,Tockus leucomelas,Southern Yellow-billed Hornbill,English,true
22682388,Tockus jacksoni,Calao de Jackson,French,false
22682388,Tockus jacksoni,Jackson's Hornbill,English,true
22682392,Tockus deckeni,Calao de Decken,French,false
22682392,Tockus deckeni,Von der Decken's Hornbill,English,true
22682396,Lophoceros alboterminatus,Calao couronné,French,false
22682396,Lophoceros alboterminatus,Crowned Hornbill,English,true
22682400,Lophoceros bradfieldi,Calao de Bradfield,French,false
22682400,Lophoceros bradfieldi,Bradfield's Hornbill,English,true
22682413,Lophoceros nasutus,Calao nasique,French,false
22682413,Lophoceros nasutus,African Grey Hornbill,English,true
22682417,Lophoceros pallidirostris,Calao à bec pâle,French,false
22682417,Lophoceros pallidirostris,Pale-billed Hornbill,English,true
22682433,Anthracoceros coronatus,Malabar Pied-Hornbill,English,false
22682433,Anthracoceros coronatus,Malabar Pied Hornbill,English,true
22682609,Bycanistes albotibialis,White-thighed Hornbill,English,true
22682621,Ceratogymna atrata,Black-casqued Wattled Hornbill,English,false
22682621,Ceratogymna atrata,Black-wattled Hornbill,English,false
22682621,Ceratogymna atrata,Calao à casque noir,French,false
22682621,Ceratogymna atrata,Black-casqued Hornbill,English,true
22682627,Ceratogymna elata,Yellow-casqued Wattled Hornbill,English,false
22682627,Ceratogymna elata,Calao à casque jaune,French,false
22682627,Ceratogymna elata,Yellow-casqued Hornbill,English,true
22682638,Bucorvus leadbeateri,Southern Ground Hornbill,English,false
22682638,Bucorvus leadbeateri,Southern Ground-Hornbill,English,false
22682638,Bucorvus leadbeateri,Bromvoël,Afrikaans,false
22682638,Bucorvus leadbeateri,Bucorve du Sud,French,false
22682638,Bucorvus leadbeateri,Cálao terrestre sureño,Spanish; Castilian,false
22682638,Bucorvus leadbeateri,Calau-gigante,Portuguese,false
22682638,Bucorvus leadbeateri,Grand Calao terrestre,French,false
22682638,Bucorvus leadbeateri,Hornrabe,German,false
22682638,Bucorvus leadbeateri,Insingisi,Zulu,false
22682638,Bucorvus leadbeateri,Intsikizi,Xhosa,false
22682638,Bucorvus leadbeateri,Mahututu,Pedi; Sepedi; Northern Sotho,false
22682638,Bucorvus leadbeateri,Zuidelijke hoornraaf,Dutch; Flemish,false
22682638,Bucorvus leadbeateri,Southern Ground-hornbill,English,true
22682667,Phoeniculus purpureus,Green Wood Hoopoe,English,false
22682667,Phoeniculus purpureus,Red-billed Wood Hoopoe,English,false
22682667,Phoeniculus purpureus,Irrisor moquer,French,false
22682667,Phoeniculus purpureus,Green Woodhoopoe,English,true
22682673,Phoeniculus damarensis,Violet Wood Hoopoe,English,false
22682673,Phoeniculus damarensis,Irrisor damara,French,false
22682673,Phoeniculus damarensis,Violet Woodhoopoe,English,true
22682678,Phoeniculus somaliensis,Black-billed Wood Hoopoe,English,false
22682678,Phoeniculus somaliensis,Grant's Wood Hoopoe,English,false
22682678,Phoeniculus somaliensis,Irrisor de Grant,French,false
22682678,Phoeniculus somaliensis,Black-billed Woodhoopoe,English,true
22682684,Phoeniculus bollei,White-headed Wood Hoopoe,English,false
22682684,Phoeniculus bollei,Moqueur à tête blanche,French,false
22682684,Phoeniculus bollei,White-headed Woodhoopoe,English,true
22682689,Rhinopomastus castaneiceps,Forest Wood Hoopoe,English,false
22682689,Rhinopomastus castaneiceps,Irrisor à tête brune,French,false
22682689,Rhinopomastus castaneiceps,Forest Scimitarbill,English,true
22682698,Rhinopomastus aterrimus,Black Scimitar-bill,English,false
22682698,Rhinopomastus aterrimus,Black Wood Hoopoe,English,false
22682698,Rhinopomastus aterrimus,Irrisor noir,French,false
22682698,Rhinopomastus aterrimus,Black Scimitarbill,English,true
22682704,Rhinopomastus cyanomelas,Common Scimitar-bill,English,false
22682704,Rhinopomastus cyanomelas,Scimitarbill,English,false
22682704,Rhinopomastus cyanomelas,Irrisor namaquois,French,false
22682704,Rhinopomastus cyanomelas,Common Scimitarbill,English,true
22682710,Rhinopomastus minor,Abyssinian Scimitar-bill,English,false
22682710,Rhinopomastus minor,Irrisor à cimeterre,French,false
22682710,Rhinopomastus minor,Abyssinian Scimitarbill,English,true
22682715,Apaloderma narina,Trogon narina,French,false
22682715,Apaloderma narina,Narina Trogon,English,true
22682719,Apaloderma aequatoriale,Trogon à joues jaunes,French,false
22682719,Apaloderma aequatoriale,Bare-cheeked Trogon,English,true
22682723,Apaloderma vittatum,Trogon à queue barrée,French,false
22682723,Apaloderma vittatum,Bar-tailed Trogon,English,true
22682727,Pharomachrus mocinno,Magnificent Quetzal,English,false
22682727,Pharomachrus mocinno,Quetzal Centroamericano,Spanish; Castilian,false
22682727,Pharomachrus mocinno,Resplendent Quetzal,English,true
22682732,Pharomachrus antisianus,Crested Quetzal,English,true
22682738,Pharomachrus auriceps,Golden-headed Quetzal,English,true
22682741,Pharomachrus pavoninus,Pavonine Quetzal,English,true
22682760,Trogon massena,Slaty-tailed Trogon,English,true
22682768,Trogon clathratus,Lattice-tailed Trogon,English,true
22682776,Trogon bairdii,Baird's Trogon,English,true
22682785,Trogon citreolus,Citreoline Trogon,English,true
22682807,Trogon personatus,Masked Trogon,English,true
22682810,Trogon rufus,Black-throated Trogon,English,true
22682830,Harpactes fasciatus,Malabar Trogon,English,true
22682833,Harpactes kasumba,Red-naped Trogon,English,true
22682836,Harpactes diardii,Diard's Trogon,English,true
22682839,Harpactes ardens,Philippine Trogon,English,true
22682842,Harpactes whiteheadi,Whitehead's Trogon,English,true
22682845,Harpactes orrhophaeus,Cinnamon-rumped Trogon,English,true
22682848,Harpactes duvaucelii,Scarlet-rumped Trogon,English,true
22682854,Harpactes erythrocephalus,Red-headed Trogon,English,true
22682857,Harpactes wardi,Ward's Trogon,English,true
22682865,Coracias abyssinicus,Rollier d'Abyssinie,French,false
22682865,Coracias abyssinicus,Abyssinian Roller,English,true
22682874,Coracias caudatus,Rollier à longs brins,French,false
22682874,Coracias caudatus,Lilac-breasted Roller,English,true
22682883,Coracias spatulatus,Rollier à raquettes,French,false
22682883,Coracias spatulatus,Racquet-tailed Roller,English,true
22682892,Coracias naevius,Purple Roller,English,false
22682892,Coracias naevius,Rollier varié,French,false
22682892,Coracias naevius,Purple Roller,English,true
22682908,Coracias cyanogaster,Rollier à ventre bleu,French,false
22682908,Coracias cyanogaster,Blue-bellied Roller,English,true
22682912,Eurystomus glaucurus,Rolle africain,French,false
22682912,Eurystomus glaucurus,Broad-billed Roller,English,true
22682916,Eurystomus gularis,Rolle à gorge bleue,French,false
22682916,Eurystomus gularis,Blue-throated Roller,English,true
22682920,Eurystomus orientalis,Dollarbird,English,false
22682920,Eurystomus orientalis,Eastern Broad-billed Roller,English,false
22682920,Eurystomus orientalis,Oriental Dollarbird,English,false
22682920,Eurystomus orientalis,Oriental Dollarbird,English,true
22682931,Brachypteracias leptosomus,Short-legged Ground Roller,English,false
22682931,Brachypteracias leptosomus,Short-legged Ground-Roller,English,false
22682931,Brachypteracias leptosomus,Brachyptérolle leptosome,French,false
22682931,Brachypteracias leptosomus,Short-legged Ground-roller,English,true
22682955,Atelornis pittoides,Pitta-like Ground Roller,English,false
22682955,Atelornis pittoides,Pitta-like Ground-Roller,English,false
22682955,Atelornis pittoides,Brachyptérolle pittoide,French,false
22682955,Atelornis pittoides,Pitta-like Ground-roller,English,true
22682961,Atelornis crossleyi,Crossley's Ground-roller,English,false
22682961,Atelornis crossleyi,Crossley's Ground Roller,English,false
22682961,Atelornis crossleyi,Rufous-headed Ground Roller,English,false
22682961,Atelornis crossleyi,Rufous-headed Ground-Roller,English,false
22682961,Atelornis crossleyi,Brachyptérolle de Crossley,French,false
22682961,Atelornis crossleyi,Rufous-headed Ground-roller,English,true
22682975,Leptosomus discolor,Cuckoo Roller,English,false
22682975,Leptosomus discolor,Courol,French,false
22682975,Leptosomus discolor,Cuckoo Roller,English,true
22682998,Baryphthengus ruficapillus,Rufous-capped Motmot,English,true
22683009,Todus multicolor,Cuban Tody,English,true
22683012,Todus angustirostris,Narrow-billed Tody,English,true
22683015,Todus mexicanus,Puerto Rican Tody,English,true
22683018,Todus todus,Jamaican Tody,English,true
22683021,Todus subulatus,Broad-billed Tody,English,true
22683024,Alcedo hercules,Blyth's Kingfisher,English,true
22683033,Alcedo semitorquata,Martin-pêcheur à demi-collier,French,false
22683033,Alcedo semitorquata,Half-collared Kingfisher,English,true
22683037,Alcedo quadribrachys,Shining-blue Kingfisher,English,false
22683037,Alcedo quadribrachys,Martin-pêcheur azuré,French,false
22683037,Alcedo quadribrachys,Shining-blue Kingfisher,English,true
22683042,Alcedo meninting,Blue-eared Kingfisher,English,true
22683045,Ceyx azureus,Azure Kingfisher,English,true
22683093,Corythornis vintsioides,Malagasy Kingfisher,English,false
22683093,Corythornis vintsioides,Madagascar Kingfisher,English,true
22683112,Corythornis leucogaster,White-bellied Kingfisher,English,true
22683117,Alcedo coerulescens,Cerulean Kingfisher,English,false
22683117,Alcedo coerulescens,Cerulean Kingfisher,English,true
22683121,Ceyx pusillus,Little Kingfisher,English,true
22683156,Corythornis madagascariensis,Madagascar Pygmy Kingfisher,English,false
22683156,Corythornis madagascariensis,Madagascar Pygmy-Kingfisher,English,false
22683156,Corythornis madagascariensis,Martin-chasseur roux,French,false
22683156,Corythornis madagascariensis,Madagascar Pygmy-kingfisher,English,true
22683165,Ispidina picta,African Pygmy-Kingfisher,English,false
22683165,Ispidina picta,Pygmy Kingfisher,English,false
22683165,Ispidina picta,Martin-chasseur pygmée,French,false
22683165,Ispidina picta,African Pygmy-kingfisher,English,true
22683174,Ispidina lecontei,Dwarf Kingfisher,English,false
22683174,Ispidina lecontei,Martin-chasseur à tête rousse,French,false
22683174,Ispidina lecontei,African Dwarf-kingfisher,English,true
22683189,Dacelo novaeguineae,Kookaburra,English,false
22683189,Dacelo novaeguineae,Laughing Kookaburra,English,true
22683193,Dacelo leachii,Blue-winged Kookaburra,English,true
22683196,Dacelo tyro,Spangled Kookaburra,English,true
22683199,Dacelo gaudichaud,Rufous-bellied Kookaburra,English,true
22683202,Clytoceyx rex,Shovel-billed Kingfisher,English,true
22683213,Pelargopsis amauroptera,Brown-winged Kingfisher,English,true
22683227,Pelargopsis capensis,Stork-billed Kingfisher,English,true
22683230,Pelargopsis melanorhyncha,Great-billed Kingfisher,English,false
22683230,Pelargopsis melanorhyncha,Black-billed Kingfisher,English,true
22683234,Halcyon coromanda,Ruddy Kingfisher,English,true
22683237,Halcyon badia,Martin-chasseur marron,French,false
22683237,Halcyon badia,Chocolate-backed Kingfisher,English,true
22683252,Halcyon cyanoventris,Javan Kingfisher,English,true
22683255,Halcyon leucocephala,Chestnut-bellied Kingfisher,English,false
22683255,Halcyon leucocephala,Martin-chasseur à tête grise,French,false
22683255,Halcyon leucocephala,Grey-headed Kingfisher,English,true
22683260,Halcyon senegalensis,Senegal Kingfisher,English,false
22683260,Halcyon senegalensis,Martin-chasseur du Sénégal,French,false
22683260,Halcyon senegalensis,Woodland Kingfisher,English,true
22683265,Halcyon senegaloides,Martin-chasseur des mangroves,French,false
22683265,Halcyon senegaloides,Mangrove Kingfisher,English,true
22683269,Halcyon malimbica,Martin-chasseur à poitrine bleue,French,false
22683269,Halcyon malimbica,Blue-breasted Kingfisher,English,true
22683273,Halcyon albiventris,Brown-headed Kingfisher,English,false
22683273,Halcyon albiventris,Martin-chasseur à tête brune,French,false
22683273,Halcyon albiventris,Brown-hooded Kingfisher,English,true
22683278,Halcyon chelicuti,Martin-chasseur strié,French,false
22683278,Halcyon chelicuti,Striped Kingfisher,English,true
22683291,Todiramphus winchelli,Winchell's Kingfisher,English,false
22683291,Todiramphus winchelli,Rufous-lored Kingfisher,English,true
22683304,Todiramphus diops,Blue-and-white Kingfisher,English,true
22683310,Todiramphus lazuli,Lazuli Kingfisher,English,true
22683322,Todiramphus macleayii,Forest Kingfisher,English,true
22683341,Todiramphus leucopygius,Ultramarine Kingfisher,English,true
22683347,Todiramphus farquhari,Vanuatu Kingfisher,English,false
22683347,Todiramphus farquhari,Vanuatu Kingfisher,English,true
22683357,Todiramphus pyrrhopygius,Red-backed Kingfisher,English,true
22683368,Todiramphus recurvirostris,Flat-billed Kingfisher,English,true
22683387,Todiramphus funebris,Sombre Kingfisher,English,true
22683410,Todiramphus enigma,Talaud Kingfisher,English,true
22683422,Todiramphus saurophagus,Beach Kingfisher,English,true
22683442,Todiramphus sanctus,Sacred Kingfisher,English,true
22683512,Caridonax fulgidus,Glittering Kingfisher,English,false
22683512,Caridonax fulgidus,White-rumped Kingfisher,English,true
22683516,Melidora macrorrhina,Hook-billed Kingfisher,English,true
22683532,Actenoides concretus,Rufous-collared Kingfisher,English,true
22683535,Actenoides lindsayi,Spotted Wood Kingfisher,English,false
22683535,Actenoides lindsayi,Spotted Kingfisher,English,true
22683542,Actenoides hombroni,Hombron's Kingfisher,English,false
22683542,Actenoides hombroni,Blue-capped Kingfisher,English,true
22683566,Syma torotoro,Yellow-billed Kingfisher,English,true
22683569,Syma megarhyncha,Mountain Kingfisher,English,true
22683577,Tanysiptera galatea,Common Paradise-Kingfisher,English,false
22683577,Tanysiptera galatea,Galatea Paradise Kingfisher,English,false
22683577,Tanysiptera galatea,Common Paradise-kingfisher,English,true
22683587,Tanysiptera riedelii,Biak Paradise Kingfisher,English,false
22683587,Tanysiptera riedelii,Biak Paradise-Kingfisher,English,false
22683587,Tanysiptera riedelii,Biak Paradise-kingfisher,English,true
22683592,Tanysiptera carolinae,Cobalt Paradise Kingfisher,English,false
22683592,Tanysiptera carolinae,Numfor Paradise-Kingfisher,English,false
22683592,Tanysiptera carolinae,Numfor Paradise-kingfisher,English,true
22683597,Tanysiptera nympha,Fairy Paradise Kingfisher,English,false
22683597,Tanysiptera nympha,Red-breasted Paradise-Kingfisher,English,false
22683597,Tanysiptera nympha,Red-breasted Paradise-kingfisher,English,true
22683602,Tanysiptera danae,Brown-headed Paradise-Kingfisher,English,false
22683602,Tanysiptera danae,Russet Paradise Kingfisher,English,false
22683602,Tanysiptera danae,Brown-headed Paradise-kingfisher,English,true
22683616,Megaceryle maxima,Martin-pêcheur géant,French,false
22683616,Megaceryle maxima,Giant Kingfisher,English,true
22683620,Megaceryle lugubris,Crested Kingfisher,English,true
22683623,Megaceryle alcyon,Belted Kingfisher,English,true
22683661,Nyctyornis amictus,Red-bearded Bee-eater,English,true
22683664,Nyctyornis athertoni,Blue-bearded Bee-eater,English,true
22683670,Merops gularis,Guêpier noir,French,false
22683670,Merops gularis,Black Bee-eater,English,true
22683680,Merops bulocki,Guêpier à gorge rouge,French,false
22683680,Merops bulocki,Red-throated Bee-eater,English,true
22683684,Merops bullockoides,Guêpier à front blanc,French,false
22683684,Merops bullockoides,White-fronted Bee-eater,English,true
22683688,Merops pusillus,Guêpier nain,French,false
22683688,Merops pusillus,Little Bee-eater,English,true
22683697,Merops oreobates,Cinnamon-breasted Bee-eater,English,false
22683697,Merops oreobates,Guêpier montagnard,French,false
22683697,Merops oreobates,Cinnamon-chested Bee-eater,English,true
22683702,Merops hirundineus,Guêpier à queue d'hirondelle,French,false
22683702,Merops hirundineus,Swallow-tailed Bee-eater,English,true
22683706,Merops breweri,Guêpier à tête noire,French,false
22683706,Merops breweri,Black-headed Bee-eater,English,true
22683710,Merops revoilii,Guêpier de Revoil,French,false
22683710,Merops revoilii,Somali Bee-eater,English,true
22683714,Merops albicollis,Guêpier à gorge blanche,French,false
22683714,Merops albicollis,White-throated Bee-eater,English,true
22683728,Merops boehmi,Guêpier de Böhm,French,false
22683728,Merops boehmi,Böhm's Bee-eater,English,true
22683744,Merops superciliosus,Blue-cheeked Bee-eater,English,false
22683744,Merops superciliosus,Olive Bee-eater,English,false
22683744,Merops superciliosus,Guêpier malgache,French,false
22683744,Merops superciliosus,Olive Bee-eater,English,true
22683750,Merops philippinus,Blue-tailed Bee-eater,English,true
22683753,Merops ornatus,Rainbow Bee-eater,English,true
22683761,Merops leschenaulti,Chestnut-headed Bee-eater,English,true
22683764,Merops malimbicus,Guêpier gris-rose,French,false
22683764,Merops malimbicus,Rosy Bee-eater,English,true
22683768,Merops nubicus,Guêpier écarlate,French,false
22683768,Merops nubicus,Northern Carmine Bee-eater,English,true
22683772,Merops nubicoides,Guêpier carmin,French,false
22683772,Merops nubicoides,Southern Carmine Bee-eater,English,true
22683776,Colius striatus,Coliou barré,French,false
22683776,Colius striatus,Speckled Mousebird,English,true
22683780,Colius leucocephalus,Coliou à tête blanche,French,false
22683780,Colius leucocephalus,White-headed Mousebird,English,true
22683784,Colius castanotus,Coliou à dos rouge,French,false
22683784,Colius castanotus,Red-backed Mousebird,English,true
22683788,Colius colius,Coliou à dos blanc,French,false
22683788,Colius colius,White-backed Mousebird,English,true
22683792,Urocolius macrourus,Coliou huppé,French,false
22683792,Urocolius macrourus,Blue-naped Mousebird,English,true
22683800,Clamator jacobinus,Jacobin Cuckoo,English,false
22683800,Clamator jacobinus,Coucou jacobin,French,false
22683800,Clamator jacobinus,Jacobin Cuckoo,English,true
22683808,Clamator levaillantii,Striped Cuckoo,English,false
22683808,Clamator levaillantii,Coucou de Levaillant,French,false
22683808,Clamator levaillantii,Levaillant's Cuckoo,English,true
22683816,Clamator coromandus,Chestnut-winged Cuckoo,English,true
22683823,Pachycoccyx audeberti,Coucou d'Audebert,French,false
22683823,Pachycoccyx audeberti,Thick-billed Cuckoo,English,true
22683846,Hierococcyx varius,Common Hawk-Cuckoo,English,false
22683846,Hierococcyx varius,Common Hawk-cuckoo,English,true
22683850,Hierococcyx vagans,Moustached Hawk-Cuckoo,English,false
22683850,Hierococcyx vagans,Moustached Hawk-cuckoo,English,true
22683862,Cuculus solitarius,Coucou solitaire,French,false
22683862,Cuculus solitarius,Red-chested Cuckoo,English,true
22683879,Cuculus gularis,African Grey Cuckoo,English,false
22683879,Cuculus gularis,Coucou africain,French,false
22683879,Cuculus gularis,African Cuckoo,English,true
22683889,Cuculus poliocephalus,Petit Coucou d'Asie,French,false
22683889,Cuculus poliocephalus,Lesser Cuckoo,English,true
22683893,Cuculus rochii,Madagascar Lesser Cuckoo,English,false
22683893,Cuculus rochii,Petit Coucou malgache,French,false
22683893,Cuculus rochii,Madagascar Cuckoo,English,true
22683898,Heteroscenes pallidus,Palid Cuckoo,English,false
22683898,Heteroscenes pallidus,Pallid Cuckoo,English,true
22683909,Cercococcyx olivinus,Coucou olivâtre,French,false
22683909,Cercococcyx olivinus,Olive Long-tailed Cuckoo,English,true
22683917,Cacomantis sonneratii,Banded Bay Cuckoo,English,true
22683920,Cacomantis passerinus,Grey-bellied Cuckoo,English,true
22683923,Cacomantis merulinus,Plaintive Cuckoo,English,true
22683932,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,English,true
22683941,Cacomantis flabelliformis,Fan-tailed Cuckoo,English,true
22683944,Chalcites megarhynchus,Long-billed Cuckoo,English,true
22683968,Chalcites crassirostris,Pied Bronze Cuckoo,English,false
22683968,Chalcites crassirostris,Pied Bronze-Cuckoo,English,false
22683968,Chalcites crassirostris,Pied Bronze-cuckoo,English,true
22683982,Chalcites basalis,Horsfield's Bronze Cuckoo,English,false
22683982,Chalcites basalis,Horsfield's Bronze-Cuckoo,English,false
22683982,Chalcites basalis,Horsfield's Bronze-cuckoo,English,true
22683990,Chalcites ruficollis,Rufous-throated Bronze Cuckoo,English,false
22683990,Chalcites ruficollis,Rufous-throated Bronze-Cuckoo,English,false
22683990,Chalcites ruficollis,Rufous-throated Bronze-cuckoo,English,true
22683995,Chalcites meyerii,White-eared Bronze Cuckoo,English,false
22683995,Chalcites meyerii,White-eared Bronze-Cuckoo,English,false
22683995,Chalcites meyerii,White-eared Bronze-cuckoo,English,true
22684006,Chalcites osculans,Black-eared Cuckoo,English,true
22684017,Chrysococcyx klaas,Coucou de Klaas,French,false
22684017,Chrysococcyx klaas,Klaas's Cuckoo,English,true
22684026,Chrysococcyx caprius,Dideric Cuckoo,English,false
22684026,Chrysococcyx caprius,Diederik Cuckoo,English,false
22684026,Chrysococcyx caprius,Coucou didric,French,false
22684026,Chrysococcyx caprius,Diederik Cuckoo,English,true
22684032,Caliechthrus leucolophus,White-crowned Cuckoo,English,true
22684046,Microdynamis parva,Dwarf Koel,English,true
22684049,Eudynamys scolopaceus,Western Koel,English,true
22684072,Urodynamis taitensis,Long-tailed Cuckoo,English,false
22684072,Urodynamis taitensis,Long-tailed Koel,English,true
22684079,Scythrops novaehollandiae,Channel-billed Cuckoo,English,true
22684092,Phaenicophaeus diardi,Black-bellied Malkoha,English,true
22684095,Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,English,true
22684098,Phaenicophaeus tristis,Green-billed Malkoha,English,true
22684101,Phaenicophaeus viridirostris,Blue-faced Malkoha,English,true
22684104,Taccocua leschenaultii,Sirkeer Malkoha,English,true
