internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22721882,Cardellina canadensis,"Wilsonia canadensis (Linnaeus, 1766)",Wilsonia,canadensis,"(Linnaeus, 1766)",,
22721955,Basileuterus lachrymosus,"Euthlypis lachrymosa (Bonaparte, 1850)",Euthlypis,lachrymosa,"(Bonaparte, 1850)",,
22722041,Myiothlypis fulvicauda,"Basileuterus fulvicauda fulvicauda Sibley and Monroe (1990, 1993)",Basileuterus fulvicauda,fulvicauda,"Sibley and Monroe (1990, 1993)",,
22722041,Myiothlypis fulvicauda,"Phaeothlypis fulvicauda (Spix, 1825)",Phaeothlypis,fulvicauda,"(Spix, 1825)",,
22721683,Setophaga townsendi,"Dendroica townsendi (Townsend, 1837)",Dendroica,townsendi,"(Townsend, 1837)",,
22721679,Setophaga nigrescens,"Dendroica nigrescens (Townsend, 1837)",Dendroica,nigrescens,"(Townsend, 1837)",,
22721708,Setophaga graciae,"Dendroica graciae Baird, 1865",Dendroica,graciae,"Baird, 1865",,
22721725,Setophaga discolor,"Dendroica discolor (Vieillot, 1809)",Dendroica,discolor,"(Vieillot, 1809)",,
22721719,Setophaga pinus,"Dendroica pinus (Linnaeus, 1766)",Dendroica,pinus,"(Linnaeus, 1766)",,
22721664,Setophaga pensylvanica,"Dendroica pensylvanica (Linnaeus, 1766)",Dendroica,pensylvanica,"(Linnaeus, 1766)",,
22721657,Setophaga petechia,"Dendroica petechia (Linnaeus, 1766)",Dendroica,petechia,"(Linnaeus, 1766)",,
22721695,Setophaga fusca,"Dendroica fusca (Müller, 1776)",Dendroica,fusca,"(Müller, 1776)",,
22721667,Setophaga magnolia,"Dendroica magnolia (Wilson, 1811)",Dendroica,magnolia,"(Wilson, 1811)",,
22721670,Setophaga tigrina,"Dendroica tigrina (Gmelin, 1789)",Dendroica,tigrina,"(Gmelin, 1789)",,
22721876,Setophaga citrina,"Wilsonia citrina (Boddaert, 1783)",Wilsonia,citrina,"(Boddaert, 1783)",,
22721812,Geothlypis formosa,Geothlypis formosus formosus Stotz et al. (1996),Geothlypis formosus,formosus,Stotz et al. (1996),,
22721812,Geothlypis formosa,"Oporornis formosus (Wilson, 1811)",Oporornis,formosus,"(Wilson, 1811)",,
22721824,Geothlypis philadelphia,Geothlypis philadelphia philadelphia Stotz et al. (1996),Geothlypis philadelphia,philadelphia,Stotz et al. (1996),,
22721824,Geothlypis philadelphia,"Oporornis philadelphia (Wilson, 1810)",Oporornis,philadelphia,"(Wilson, 1810)",,
22721818,Oporornis agilis,Geothlypis agilis agilis Stotz et al. (1996),Geothlypis agilis,agilis,Stotz et al. (1996),,
22721630,Leiothlypis virginiae,"Vermivora virginiae (Baird, 1860)",Vermivora,virginiae,"(Baird, 1860)",,
22721627,Leiothlypis ruficapilla,"Vermivora ruficapilla (Wilson, 1811)",Vermivora,ruficapilla,"(Wilson, 1811)",,
22721636,Leiothlypis luciae,"Vermivora luciae (Cooper, 1861)",Vermivora,luciae,"(Cooper, 1861)",,
22721624,Leiothlypis celata,"Vermivora celata (Say, 1823)",Vermivora,celata,"(Say, 1823)",,
22721621,Leiothlypis peregrina,"Vermivora peregrina (Wilson, 1811)",Vermivora,peregrina,"(Wilson, 1811)",,
22721651,Oreothlypis gutturalis,Vermivora gutturalis gutturalis Stotz et al. (1996),Vermivora gutturalis,gutturalis,Stotz et al. (1996),,
22721651,Oreothlypis gutturalis,"Parula gutturalis (Cabanis, 1861)",Parula,gutturalis,"(Cabanis, 1861)",,
22721645,Oreothlypis superciliosa,Vermivora superciliosa superciliosa Stotz et al. (1996),Vermivora superciliosa,superciliosa,Stotz et al. (1996),,
22721645,Oreothlypis superciliosa,"Parula superciliosa (Hartlaub, 1844)",Parula,superciliosa,"(Hartlaub, 1844)",,
22721803,Parkesia motacilla,"Seiurus motacilla (Vieillot, 1809)",Seiurus,motacilla,"(Vieillot, 1809)",,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,Stotz et al. (1996),,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,"Sibley and Monroe (1990, 1993)",,
22721768,Helmitheros vermivorum,Helmitheros vermivorus,Helmitheros vermivorus,,BirdLife International (2004),,
22721025,Rhynchophanes mccownii,"Calcarius mccownii (Lawrence, 1851)",Calcarius,mccownii,"(Lawrence, 1851)",,
22720712,Hesperiphona abeillei,"Hesperiphona abeillei abeillei Sibley and Monroe (1990, 1993)",Hesperiphona abeillei,abeillei,"Sibley and Monroe (1990, 1993)",,
22720712,Hesperiphona abeillei,"Coccothraustes abeillei (Lesson, 1839)",Coccothraustes,abeillei,"(Lesson, 1839)",,
22720362,Spinus atriceps,"Carduelis atriceps (Salvin, 1863)",Carduelis,atriceps,"(Salvin, 1863)",,
22687026,Glaucis dohrnii,"Ramphodon dohrnii ssp. dohrnii (Bourcier & Mulsant, 1852) — Sibley and Monroe (1990, 1993)",Ramphodon,dohrnii,,subspecies,"(Bourcier & Mulsant, 1852) — Sibley and Monroe (1990, 1993)"
22687026,Glaucis dohrnii,"Trochilus dohrnii Bourcier & Mulsant, 1852",Trochilus,dohrnii,"Bourcier & Mulsant, 1852",,
22708391,Ridgwayia pinicola,Ridgwayia pinicola pinicola AOU checklist (1998 + supplements),Ridgwayia pinicola,pinicola,AOU checklist (1998 + supplements),,
22708391,Ridgwayia pinicola,"Zoothera pinicola (Sclater, 1859)",Zoothera,pinicola,"(Sclater, 1859)",,
22708385,Ixoreus naevius,Ixoreus naevius naevius AOU checklist (1998 + supplements),Ixoreus naevius,naevius,AOU checklist (1998 + supplements),,
22708385,Ixoreus naevius,"Zoothera naevia (Gmelin, 1789)",Zoothera,naevia,"(Gmelin, 1789)",,
22709707,Cyanecula svecica,"Luscinia svecica (Linnaeus, 1758)",Luscinia,svecica,"(Linnaeus, 1758)",,
22711273,Donacobius atricapilla,Donacobius atricapillus atricapillus Stotz et al. (1996),Donacobius atricapillus,atricapillus,Stotz et al. (1996),,
22711273,Donacobius atricapilla,"Donacobius atricapillus atricapillus Sibley and Monroe (1990, 1993)",Donacobius atricapillus,atricapillus,"Sibley and Monroe (1990, 1993)",,
22724488,Synallaxis cinerea,Synallaxis whitneyi —  BirdLife International (2004),Synallaxis,whitneyi,—  BirdLife International (2004),,
22724488,Synallaxis cinerea,Synallaxis whitneyi — BirdLife International (2000),Synallaxis,whitneyi,— BirdLife International (2000),,
22724488,Synallaxis cinerea,"Synallaxis whitneyi Pacheco & Gonzaga, 1995",Synallaxis,whitneyi,"Pacheco & Gonzaga, 1995",,
22716861,Chamaea fasciata,"Parus fasciatus Gambel, 1845",Parus,fasciatus,"Gambel, 1845",,
22711438,Cantorchilus nigricapillus,"Thryothorus nigricapillus Sclater, 1860",Thryothorus,nigricapillus,"Sclater, 1860",,
22711444,Cantorchilus leucopogon,"Thryothorus leucopogon (Salvadori & Festa, 1899)",Thryothorus,leucopogon,"(Salvadori & Festa, 1899)",,
22711447,Thryophilus pleurostictus,"Thryothorus pleurostictus Sclater, 1860",Thryothorus,pleurostictus,"Sclater, 1860",,
22711461,Thryophilus sinaloa,"Thryothorus sinaloa (Baird, 1864)",Thryothorus,sinaloa,"(Baird, 1864)",,
22711427,Pheugopedius rutilus,"Thryothorus rutilus Vieillot, 1819",Thryothorus,rutilus,"Vieillot, 1819",,
22711512,Thryorchilus browni,Troglodytes browni browni Stotz et al. (1996),Troglodytes browni,browni,Stotz et al. (1996),,
22711335,Catherpes mexicanus,Salpinctes mexicanus mexicanus Stotz et al. (1996),Salpinctes mexicanus,mexicanus,Stotz et al. (1996),,
22711732,Poecile sclateri,Poecile sclateri sclateri AOU checklist (1998 + supplements),Poecile sclateri,sclateri,AOU checklist (1998 + supplements),,
22711732,Poecile sclateri,"Parus sclateri Kleinschmidt, 1897",Parus,sclateri,"Kleinschmidt, 1897",,
22712435,Petrochelidon fulva,"Hirundo fulva fulva Sibley and Monroe (1990, 1993)",Hirundo fulva,fulva,"Sibley and Monroe (1990, 1993)",,
22712143,Atticora tibialis,"Neochelidon tibialis (Cassin, 1853)",Neochelidon,tibialis,"(Cassin, 1853)",,
22712134,Atticora pileata,"Notiochelidon pileata (Gould, 1858)",Notiochelidon,pileata,"(Gould, 1858)",,
22712122,Pygochelidon cyanoleuca,Notiochelidon cyanoleuca cyanoleuca Stotz et al. (1996),Notiochelidon cyanoleuca,cyanoleuca,Stotz et al. (1996),,
22712122,Pygochelidon cyanoleuca,"Notiochelidon cyanoleuca cyanoleuca Sibley and Monroe (1990, 1993)",Notiochelidon cyanoleuca,cyanoleuca,"Sibley and Monroe (1990, 1993)",,
22712092,Progne tapera,"Phaeoprogne tapera tapera Sibley and Monroe (1990, 1993)",Phaeoprogne tapera,tapera,"Sibley and Monroe (1990, 1993)",,
22680229,Spatula discors,"Anas discors Linnaeus, 1766",Anas,discors,"Linnaeus, 1766",,
22705699,Cyanocorax beecheii,Cissilopha beecheii beecheii Stotz et al. (1996),Cissilopha beecheii,beecheii,Stotz et al. (1996),,
22705693,Cyanocorax yucatanicus,Cissilopha yucatanicus yucatanicus Stotz et al. (1996),Cissilopha yucatanicus,yucatanicus,Stotz et al. (1996),,
22705687,Cyanocorax sanblasianus,Cissilopha sanblasianus sanblasianus Stotz et al. (1996),Cissilopha sanblasianus,sanblasianus,Stotz et al. (1996),,
22705742,Cyanocorax morio,Psilorhinus morio morio Stotz et al. (1996),Psilorhinus morio,morio,Stotz et al. (1996),,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"BirdLife International (2004, 2008)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,Stotz et al. (1996),,
22705742,Cyanocorax morio,"Psilorhinus morio morio Sibley and Monroe (1990, 1993)",Psilorhinus morio,morio,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,"Psilorhinus morio (Wagler, 1829)",Psilorhinus,morio,"(Wagler, 1829)",,
22705760,Cyanocorax formosus,"Calocitta formosa (Swainson, 1827)",Calocitta,formosa,"(Swainson, 1827)",,
22679789,Nomonyx dominicus,"Oxyura dominica (Linnaeus, 1766)",Oxyura,dominica,"(Linnaeus, 1766)",,
22705213,Pachysylvia hypochrysea,"Vireo hypochryseus Sclater, 1862",Vireo,hypochryseus,"Sclater, 1862",,
22680472,Lophodytes cucullatus,Mergus cucullatus,Mergus cucullatus,,AERC TAC (2003),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Stotz et al. (1996),Mergus cucullatus,cucullatus,Stotz et al. (1996),,
22680472,Lophodytes cucullatus,Mergus cucullatus cucullatus Cramp and Simmons (1977-1994),Mergus cucullatus,cucullatus,Cramp and Simmons (1977-1994),,
22700536,Conopias albovittatus,Conopias albovittata,Conopias albovittata,,"Sibley and Monroe (1990, 1993)",,
22700536,Conopias albovittatus,Conopias albovittata,Conopias albovittata,,Stotz et al. (1996),,
22700536,Conopias albovittatus,Conopias albovittata,Conopias albovittata,,BirdLife International (2004),,
22700599,Philohydor lictor,"Philohydor lictor lictor Sibley and Monroe (1990, 1993)",Philohydor lictor,lictor,"Sibley and Monroe (1990, 1993)",,
22700599,Philohydor lictor,"Pitangus lictor (Lichtenstein, 1823)",Pitangus,lictor,"(Lichtenstein, 1823)",,
22700321,Machetornis rixosa,Machetornis rixosus,Machetornis rixosus,,"Sibley and Monroe (1990, 1993)",,
22700321,Machetornis rixosa,Machetornis rixosus,Machetornis rixosus,,Stotz et al. (1996),,
22700321,Machetornis rixosa,Machetornis rixosus,Machetornis rixosus,,BirdLife International (2004),,
22699007,Poecilotriccus sylvia,Todirostrum sylvia sylvia Stotz et al. (1996),Todirostrum sylvia,sylvia,Stotz et al. (1996),,
22699007,Poecilotriccus sylvia,"Todirostrum sylvia sylvia Sibley and Monroe (1990, 1993)",Todirostrum sylvia,sylvia,"Sibley and Monroe (1990, 1993)",,
22699574,Atalotriccus pilaris,Lophotriccus pilaris pilaris AOU checklist (1998 + supplements),Lophotriccus pilaris,pilaris,AOU checklist (1998 + supplements),,
22699574,Atalotriccus pilaris,Lophotriccus pilaris pilaris BirdLife International (2004),Lophotriccus pilaris,pilaris,BirdLife International (2004),,
22699194,Capsiempis flaveola,Phylloscartes flaveolus ssp. flaveolus — Stotz <i>et al</i>. (1996),Phylloscartes,flaveolus,,subspecies,— Stotz <i>et al</i>. (1996)
22736330,Clibanornis rubiginosus,"Automolus rubiginosus (Sclater, 1857)",Automolus,rubiginosus,"(Sclater, 1857)",,
22702814,Philydor fuscipenne,Philydor fuscipennis,Philydor fuscipennis,,"Sibley and Monroe (1990, 1993)",,
22702814,Philydor fuscipenne,Philydor fuscipennis,Philydor fuscipennis,,BirdLife International (2004),,
22702814,Philydor fuscipenne,Philydor fuscipennis,Philydor fuscipennis,,Stotz et al. (1996),,
22703095,Dendroplex picus,Xiphorhynchus picus — AOU checklist (1998 + supplements),Xiphorhynchus,picus,— AOU checklist (1998 + supplements),,
22703095,Dendroplex picus,"Xiphorhynchus picus — Sibley and Monroe (1990, 1993)",Xiphorhynchus,picus,"— Sibley and Monroe (1990, 1993)",,
22703095,Dendroplex picus,Xiphorhynchus picus — Stotz <i>et a</i>l. (1996),Xiphorhynchus,picus,— Stotz <i>et a</i>l. (1996),,
22724004,Psarocolius montezuma,"Gymnostinops montezuma montezuma Sibley and Monroe (1990, 1993)",Gymnostinops montezuma,montezuma,"Sibley and Monroe (1990, 1993)",,
22724061,Cassiculus melanicterus,"Cacicus melanicterus (Bonaparte, 1825)",Cacicus,melanicterus,"(Bonaparte, 1825)",,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,Stotz et al. (1996),,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,"Sibley and Monroe (1990, 1993)",,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,AOU checklist (1998 + supplements),,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,BirdLife International (2004),,
22729346,Leistes militaris,"Leistes militaris militaris Sibley and Monroe (1990, 1993)",Leistes militaris,militaris,"Sibley and Monroe (1990, 1993)",,
22729346,Leistes militaris,"Sturnella militaris (Linnaeus, 1771)",Sturnella,militaris,"(Linnaeus, 1771)",,
22724200,Chrysomus icterocephalus,"Agelaius icterocephalus (Linnaeus, 1766)",Agelaius,icterocephalus,"(Linnaeus, 1766)",,
22721070,Melospiza georgiana,Zonotrichia georgiana georgiana Stotz et al. (1996),Zonotrichia georgiana,georgiana,Stotz et al. (1996),,
22721070,Melospiza georgiana,Zonotrichia georgiana georgiana Cramp and Simmons (1977-1994),Zonotrichia georgiana,georgiana,Cramp and Simmons (1977-1994),,
22721123,Ammospiza maritima,Ammodramus maritima maritima Stotz et al. (1996),Ammodramus maritima,maritima,Stotz et al. (1996),,
22721123,Ammospiza maritima,"Ammodramus maritimus (Wilson, 1811)",Ammodramus,maritimus,"(Wilson, 1811)",,
22728393,Ammospiza nelsoni,"Ammodramus nelsoni Allen, 1875",Ammodramus,nelsoni,"Allen, 1875",,
22721159,Passerella arborea,"Spizella arborea (Wilson, 1810)",Spizella,arborea,"(Wilson, 1810)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"BirdLife International (2004, 2008)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,Stotz et al. (1996),,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"Sibley and Monroe (1990, 1993)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,"BirdLife International (2004, 2008)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,"Sibley and Monroe (1990, 1993)",,
22721331,Melozone fusca,Pipilo fuscus,Pipilo fuscus,,Stotz et al. (1996),,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,Stotz et al. (1996),,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,"Sibley and Monroe (1990, 1993)",,
22723603,Tiaris olivaceus,Tiaris olivacea,Tiaris olivacea,,BirdLife International (2004),,
22679609,Callipepla gambelii,Lophortyx gambelii gambelii Stotz et al. (1996),Lophortyx gambelii,gambelii,Stotz et al. (1996),,
22722543,Tangara abbas,"Thraupis abbas (Deppe, 1830)",Thraupis,abbas,"(Deppe, 1830)",,
22679603,Callipepla californica,Lophortyx californica californica Stotz et al. (1996),Lophortyx californica,californica,Stotz et al. (1996),,
22721689,Setophaga virens,"Dendroica virens (Gmelin, 1789)",Dendroica,virens,"(Gmelin, 1789)",,
22721686,Setophaga occidentalis,"Dendroica occidentalis (Townsend, 1837)",Dendroica,occidentalis,"(Townsend, 1837)",,
22724793,Setophaga dominica,"Dendroica dominica (Linnaeus, 1766)",Dendroica,dominica,"(Linnaeus, 1766) <i>pro parte</i>",,
22724793,Setophaga dominica,"Dendroica dominica (Linnaeus, 1766)",Dendroica,dominica,"(Linnaeus, 1766)",,
22721731,Setophaga palmarum,"Dendroica palmarum (Gmelin, 1789)",Dendroica,palmarum,"(Gmelin, 1789)",,
22721673,Setophaga caerulescens,"Dendroica caerulescens (Gmelin, 1789)",Dendroica,caerulescens,"(Gmelin, 1789)",,
22721734,Setophaga castanea,"Dendroica castanea (Wilson, 1810)",Dendroica,castanea,"(Wilson, 1810)",,
22721639,Setophaga americana,"Parula americana (Linnaeus, 1758)",Parula,americana,"(Linnaeus, 1758)",,
22721830,Geothlypis tolmiei,Geothlypis tolmiei tolmiei Stotz et al. (1996),Geothlypis tolmiei,tolmiei,Stotz et al. (1996),,
22721830,Geothlypis tolmiei,"Oporornis tolmiei (Townsend, 1839)",Oporornis,tolmiei,"(Townsend, 1839)",,
22679597,Callipepla douglasii,Lophortyx douglasii douglasii Stotz et al. (1996),Lophortyx douglasii,douglasii,Stotz et al. (1996),,
22679473,Lagopus leucura,Lagopus leucurus,Lagopus leucurus,,BirdLife International (2004),,
22679473,Lagopus leucura,Lagopus leucurus,Lagopus leucurus,,"Sibley and Monroe (1990, 1993)",,
22721779,Seiurus aurocapilla,"Seiurus aurocapillus ssp. aurocapillus (Linnaeus, 1766)",Seiurus,aurocapillus,,subspecies,"(Linnaeus, 1766)"
22720392,Spinus notatus,"Carduelis notata Du Bus, 1847",Carduelis,notata,"Du Bus, 1847",,
22690290,Patagioenas cayennensis,Columba cayennensis,Columba cayennensis,,BirdLife International (2004),,
22690290,Patagioenas cayennensis,Columba cayennensis,Columba cayennensis,,"Sibley and Monroe (1990, 1993)",,
22690290,Patagioenas cayennensis,Columba cayennensis,Columba cayennensis,,Stotz et al. (1996),,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,BirdLife International (2004),,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,"Sibley and Monroe (1990, 1993)",,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,Stotz et al. (1996),,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,"Sibley and Monroe (1990, 1993)",,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,Stotz et al. (1996),,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,BirdLife International (2004),,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,"Sibley and Monroe (1990, 1993)",,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,Stotz et al. (1996),,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,BirdLife International (2004),,
155183424,Catharus dryas,"Catharus dryas (Gould, 1855) <i>pro parte</i>",Catharus,dryas,"(Gould, 1855) <i>pro parte</i>",,
22680233,Spatula cyanoptera,"Anas cyanoptera Vieillot, 1816",Anas,cyanoptera,"Vieillot, 1816",,
22711441,Cantorchilus thoracicus,"Thryothorus thoracicus Salvin, 1864",Thryothorus,thoracicus,"Salvin, 1864",,
22711455,Thryophilus rufalbus,"Thryothorus rufalbus Lafresnaye, 1845",Thryothorus,rufalbus,"Lafresnaye, 1845",,
22711401,Pheugopedius fasciatoventris,"Thryothorus fasciatoventris Lafresnaye, 1845",Thryothorus,fasciatoventris,"Lafresnaye, 1845",,
22711419,Pheugopedius felix,"Thryothorus felix Sclater, 1859",Thryothorus,felix,"Sclater, 1859",,
22711422,Pheugopedius maculipectus,"Thryothorus maculipectus Lafresnaye, 1845",Thryothorus,maculipectus,"Lafresnaye, 1845",,
22690928,Leptotrygon veraguensis,"Geotrygon veraguensis Lawrence, 1867",Geotrygon,veraguensis,"Lawrence, 1867",,
22705681,Cyanocorax melanocyaneus,Cissilopha melanocyaneus melanocyaneus Stotz et al. (1996),Cissilopha melanocyaneus,melanocyaneus,Stotz et al. (1996),,
22705756,Cyanocorax colliei,"Calocitta colliei (Vigors, 1829)",Calocitta,colliei,"(Vigors, 1829)",,
22705321,Pachysylvia decurtata,"Hylophilus decurtatus (Bonaparte, 1838)",Hylophilus,decurtatus,"(Bonaparte, 1838)",,
22701669,Cercomacroides tyrannina,"Cercomacra tyrannina (Sclater, 1855)",Cercomacra,tyrannina,"(Sclater, 1855)",,
22686097,Pyrilia haematotis,Gypopsitta haemototis,Gypopsitta haemototis,,BirdLife International (2008),,
22686097,Pyrilia haematotis,Pionopsitta haematotis,Pionopsitta haematotis,,Stotz et al. (1996),,
22686097,Pyrilia haematotis,Pionopsitta haematotis,Pionopsitta haematotis,,AOU checklist (1998 + supplements),,
22686097,Pyrilia haematotis,Pionopsitta haematotis,Pionopsitta haematotis,,"Sibley and Monroe (1990, 1993)",,
22686097,Pyrilia haematotis,Pionopsitta haematotis,Pionopsitta haematotis,,BirdLife International (2004),,
22685678,Psittacara finschi,"Aratinga finschi (Salvin, 1871)",Aratinga,finschi,"(Salvin, 1871)",,
22681250,Colaptes auricularis,Piculus auricularis,Piculus auricularis,,BirdLife International (2004),,
22681161,Leuconotopicus stricklandi,"Picoides stricklandi (Malherbe, 1845)",Picoides,stricklandi,"(Malherbe, 1845)",,
22729044,Leuconotopicus arizonae,"Picoides arizonae (Hargitt, 1886)",Picoides,arizonae,"(Hargitt, 1886)",,
22681166,Leuconotopicus villosus,"Picoides villosus (Linnaeus, 1766)",Picoides,villosus,"(Linnaeus, 1766)",,
22681193,Leuconotopicus fumigatus,"Picoides fumigatus (D'Orbigny, 1840)",Picoides,fumigatus,"(D'Orbigny, 1840)",,
22681193,Leuconotopicus fumigatus,Venilornis fumigatus BirdLife International (2004),Venilornis,fumigatus,BirdLife International (2004),,
22721153,Xenospiza baileyi,"Ammodramus baileyi ssp. baileyi (Bangs, 1931) — Stotz <i>et al</i>. (1996)",Ammodramus,baileyi,,subspecies,"(Bangs, 1931) — Stotz <i>et al</i>. (1996)"
22683487,Todiramphus godeffroyi,"Todirhamphus godeffroyi ssp. godeffroyi (Finsch, 1877) — Sibley and Monroe (1990, 1993)",Todirhamphus,godeffroyi,,subspecies,"(Finsch, 1877) — Sibley and Monroe (1990, 1993)"
22683487,Todiramphus godeffroyi,"Todirhamphus godeffroyi ssp. godeffroyi (Finsch, 1877) —  Collar <i>et al</i>. (1994)",Todirhamphus,godeffroyi,,subspecies,"(Finsch, 1877) —  Collar <i>et al</i>. (1994)"
22683487,Todiramphus godeffroyi,"Halcyon godeffroyi ssp. godeffroyi Finsch, 1877 — Collar and Andrew (1988)",Halcyon,godeffroyi,,subspecies,"Finsch, 1877 — Collar and Andrew (1988)"
22733672,Geokichla joiceyi,"Zoothera joiceyi (Rothschild & Hartert, 1921)",Zoothera,joiceyi,"(Rothschild & Hartert, 1921)",,
22708342,Geokichla schistacea,"Zoothera schistacea (Meyer, 1884)",Zoothera,schistacea,"(Meyer, 1884)",,
22714418,Horornis carolinae,"Cettia carolinae Rozendaal, 1987",Cettia,carolinae,"Rozendaal, 1987",,
22712086,Tachycineta euchrysea,Kalochelidon euchrysea euchrysea Stotz et al. (1996),Kalochelidon euchrysea,euchrysea,Stotz et al. (1996),,
22690891,Leptotila cassinii,Leptotila cassini,Leptotila,cassini,,,
22692720,Laterallus flaviventer,"Porzana flaviventer (Boddaert, 1783)",Porzana,flaviventer,"(Boddaert, 1783)",,
22692720,Laterallus flaviventer,"Hapalocrex flaviventer (Boddaert, 1783)",Hapalocrex,flaviventer,"(Boddaert, 1783)",,
22736398,Antrostomus arizonae,"Caprimulgus arizonae (Brewster, 1881)",Caprimulgus,arizonae,"(Brewster, 1881)",,
22736398,Antrostomus arizonae,Caprimulgus vociferus Stotz et al. (1996),Caprimulgus,vociferus,Stotz et al. (1996),,
22736398,Antrostomus arizonae,"Caprimulgus vociferus Sibley and Monroe (1990, 1993)",Caprimulgus,vociferus,"Sibley and Monroe (1990, 1993)",,
22736398,Antrostomus arizonae,"Caprimulgus vociferus BirdLife International (2004, 2008)",Caprimulgus,vociferus,"BirdLife International (2004, 2008)",,
22715497,Poodytes albolimbatus,"Megalurus albolimbatus (d'Albertis & Salvadori, 1879)",Megalurus,albolimbatus,"(d'Albertis & Salvadori, 1879)",,
22736393,Antrostomus vociferus,"Caprimulgus vociferus Wilson, 1812",Caprimulgus,vociferus,"Wilson, 1812",,
22702652,Limnoctites rectirostris,Limnornis rectirostris rectirostris Collar et al. (1994),Limnornis rectirostris,rectirostris,Collar et al. (1994),,
22702652,Limnoctites rectirostris,"Limnornis rectirostris rectirostris Sibley and Monroe (1990, 1993)",Limnornis rectirostris,rectirostris,"Sibley and Monroe (1990, 1993)",,
22733646,Amazilia humboldtii,"Hylocharis humboldtii (Bourcier & Mulsant, 1852)",Hylocharis,humboldtii,"(Bourcier & Mulsant, 1852)",,
22715535,Megalurulus llaneae,Cichlornis llaneae llaneae Collar and Andrew (1988),Cichlornis llaneae,llaneae,Collar and Andrew (1988),,
22715529,Megalurulus grosvenori,Cichlornis grosvenori grosvenori Collar and Andrew (1988),Cichlornis grosvenori,grosvenori,Collar and Andrew (1988),,
22708375,Geokichla citrina,"Zoothera citrina (Latham, 1790)",Zoothera,citrina,"(Latham, 1790)",,
22698084,Pterodroma incerta,"Procellaria incerta Schlegel, 1863",Procellaria,incerta,"Schlegel, 1863",,
132467692,Puffinus newelli,"Puffinus newelli ssp. newelli (Henshaw, 1900)",Puffinus,newelli,,subspecies,"(Henshaw, 1900)"
22696649,Papasula abbotti,"Sula abbotti ssp. abbotti Ridgway, 1893 — Collar and Andrew (1988)",Sula,abbotti,,subspecies,"Ridgway, 1893 — Collar and Andrew (1988)"
22724673,Xanthopsar flavus,"Agelaius flavus ssp. flavus Gmelin, 1788",Agelaius,flavus,,subspecies,"Gmelin, 1788"
22701205,Piprites pileata,"Piprites pileatus (Temminck, 1822)",Piprites,pileatus,"(Temminck, 1822)",,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Stotz et al. (1996),Vireo atricapillus,atricapillus,Stotz et al. (1996),,
22705159,Vireo atricapilla,"Vireo atricapillus atricapillus Sibley and Monroe (1990, 1993)",Vireo atricapillus,atricapillus,"Sibley and Monroe (1990, 1993)",,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus BirdLife International (2000),Vireo atricapillus,atricapillus,BirdLife International (2000),,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Collar and Andrew (1988),Vireo atricapillus,atricapillus,Collar and Andrew (1988),,
22705159,Vireo atricapilla,Vireo atricapillus atricapillus Collar et al. (1994),Vireo atricapillus,atricapillus,Collar et al. (1994),,
22724802,Setophaga flavescens,"Dendroica dominica (Linnaeus, 1766)",Dendroica,dominica,"(Linnaeus, 1766) <i>pro parte</i>",,
22724802,Setophaga flavescens,"Dendroica flavescens Todd, 1909",Dendroica,flavescens,"Todd, 1909",,
